MU: -3.050588e-01 7.329242e-01 1.279184e-01 2.306995e-01 3.996156e-01 
algo,mean,variance,S,tail
nv,7.559851e-01,7.679422e-02,5,3.000000e-02
gl,7.744005e-01,1.436033e+00,5,3.000000e-02
nv,7.554314e-01,7.691939e-02,5,3.000000e-02
gl,7.737802e-01,1.429557e+00,5,3.000000e-02
nv,7.556351e-01,7.697656e-02,5,3.000000e-02
gl,7.780781e-01,1.456396e+00,5,3.000000e-02
nv,7.562602e-01,7.687402e-02,5,3.000000e-02
gl,7.767996e-01,1.448166e+00,5,3.000000e-02
nv,7.560598e-01,7.707893e-02,5,3.000000e-02
gl,7.775120e-01,1.442863e+00,5,3.000000e-02
nv,7.564982e-01,7.690729e-02,5,3.000000e-02
gl,7.781685e-01,1.440712e+00,5,3.000000e-02
nv,7.573552e-01,7.672015e-02,5,3.000000e-02
gl,7.763856e-01,1.433369e+00,5,3.000000e-02
nv,7.566672e-01,7.687334e-02,5,3.000000e-02
gl,7.751031e-01,1.425809e+00,5,3.000000e-02
nv,7.562777e-01,7.697890e-02,5,3.000000e-02
gl,7.787095e-01,1.438765e+00,5,3.000000e-02
nv,7.555048e-01,7.716784e-02,5,3.000000e-02
gl,7.788938e-01,1.432924e+00,5,3.000000e-02
nv,7.558916e-01,7.709544e-02,5,3.000000e-02
gl,7.773058e-01,1.425646e+00,5,3.000000e-02
nv,7.555833e-01,7.703202e-02,5,3.000000e-02
gl,7.757516e-01,1.418187e+00,5,3.000000e-02
nv,7.560882e-01,7.691749e-02,5,3.000000e-02
gl,7.755908e-01,1.413498e+00,5,3.000000e-02
nv,7.564673e-01,7.690431e-02,5,3.000000e-02
gl,7.773410e-01,1.411394e+00,5,3.000000e-02
nv,7.565951e-01,7.673607e-02,5,3.000000e-02
gl,7.764892e-01,1.403970e+00,5,3.000000e-02
nv,7.571922e-01,7.659811e-02,5,3.000000e-02
gl,7.775388e-01,1.401046e+00,5,3.000000e-02
nv,7.572244e-01,7.657273e-02,5,3.000000e-02
gl,7.751302e-01,1.394301e+00,5,3.000000e-02
nv,7.574082e-01,7.657130e-02,5,3.000000e-02
gl,7.770192e-01,1.400849e+00,5,3.000000e-02
nv,7.576878e-01,7.644753e-02,5,3.000000e-02
gl,7.759584e-01,1.394971e+00,5,3.000000e-02
nv,7.583394e-01,7.635885e-02,5,3.000000e-02
gl,7.792587e-01,1.402078e+00,5,3.000000e-02
nv,7.584611e-01,7.634418e-02,5,3.000000e-02
gl,7.774134e-01,1.395612e+00,5,3.000000e-02
nv,7.592465e-01,7.617977e-02,5,3.000000e-02
gl,7.761862e-01,1.389222e+00,5,3.000000e-02
nv,7.587098e-01,7.598772e-02,5,3.000000e-02
gl,7.789070e-01,1.405014e+00,5,3.000000e-02
nv,7.586304e-01,7.599548e-02,5,3.000000e-02
gl,7.785516e-01,1.398537e+00,5,3.000000e-02
nv,7.583208e-01,7.599440e-02,5,3.000000e-02
gl,7.781006e-01,1.393416e+00,5,3.000000e-02
nv,7.584137e-01,7.587624e-02,5,3.000000e-02
gl,7.807133e-01,1.393219e+00,5,3.000000e-02
