MU: 8.385169e-01 -6.699924e-01 -1.599249e+00 1.257455e+00 1.250238e+00 
algo,mean,variance,S,tail
gl,9.251620e-02,1.947844e+00,5,1.000000e-01
nv,1.177421e-01,6.599078e-02,5,1.000000e-01
gl,9.374413e-02,1.942368e+00,5,1.000000e-01
nv,1.175032e-01,6.575955e-02,5,1.000000e-01
gl,9.480032e-02,1.936293e+00,5,1.000000e-01
nv,1.177717e-01,6.598957e-02,5,1.000000e-01
gl,9.459664e-02,1.926689e+00,5,1.000000e-01
nv,1.176225e-01,6.592724e-02,5,1.000000e-01
gl,9.418390e-02,1.917182e+00,5,1.000000e-01
nv,1.174190e-01,6.571219e-02,5,1.000000e-01
gl,9.376838e-02,1.907769e+00,5,1.000000e-01
nv,1.172783e-01,6.572336e-02,5,1.000000e-01
gl,9.424390e-02,1.899429e+00,5,1.000000e-01
nv,1.168995e-01,6.545022e-02,5,1.000000e-01
gl,9.388346e-02,1.890191e+00,5,1.000000e-01
nv,1.173205e-01,6.574903e-02,5,1.000000e-01
gl,9.354191e-02,1.881042e+00,5,1.000000e-01
nv,1.172342e-01,6.551099e-02,5,1.000000e-01
gl,9.331386e-02,1.871997e+00,5,1.000000e-01
nv,1.168171e-01,6.525117e-02,5,1.000000e-01
gl,9.304915e-02,1.863029e+00,5,1.000000e-01
nv,1.165272e-01,6.502239e-02,5,1.000000e-01
gl,9.270300e-02,1.854139e+00,5,1.000000e-01
nv,1.168483e-01,6.526608e-02,5,1.000000e-01
gl,9.230851e-02,1.845339e+00,5,1.000000e-01
nv,1.168464e-01,6.506096e-02,5,1.000000e-01
gl,9.241158e-02,1.836908e+00,5,1.000000e-01
nv,1.169220e-01,6.516596e-02,5,1.000000e-01
gl,9.208556e-02,1.828267e+00,5,1.000000e-01
nv,1.168435e-01,6.526748e-02,5,1.000000e-01
gl,9.195310e-02,1.819740e+00,5,1.000000e-01
nv,1.168457e-01,6.513109e-02,5,1.000000e-01
gl,9.159638e-02,1.811260e+00,5,1.000000e-01
nv,1.172906e-01,6.556319e-02,5,1.000000e-01
gl,9.137210e-02,1.802860e+00,5,1.000000e-01
nv,1.176767e-01,6.573446e-02,5,1.000000e-01
gl,9.146446e-02,1.794663e+00,5,1.000000e-01
nv,1.178096e-01,6.569205e-02,5,1.000000e-01
gl,9.124201e-02,1.786442e+00,5,1.000000e-01
nv,1.172824e-01,6.544934e-02,5,1.000000e-01
gl,9.097802e-02,1.778261e+00,5,1.000000e-01
nv,1.172242e-01,6.541647e-02,5,1.000000e-01
gl,9.079531e-02,1.770192e+00,5,1.000000e-01
nv,1.174827e-01,6.569364e-02,5,1.000000e-01
gl,9.050279e-02,1.762167e+00,5,1.000000e-01
nv,1.170352e-01,6.544215e-02,5,1.000000e-01
gl,9.018032e-02,1.754214e+00,5,1.000000e-01
nv,1.178848e-01,6.594619e-02,5,1.000000e-01
gl,9.002824e-02,1.746338e+00,5,1.000000e-01
nv,1.175479e-01,6.574644e-02,5,1.000000e-01
gl,8.986549e-02,1.738599e+00,5,1.000000e-01
nv,1.172622e-01,6.557181e-02,5,1.000000e-01
gl,8.953822e-02,1.730860e+00,5,1.000000e-01
nv,1.169700e-01,6.533899e-02,5,1.000000e-01
gl,8.929124e-02,1.723185e+00,5,1.000000e-01
nv,1.172852e-01,6.544414e-02,5,1.000000e-01
gl,8.894852e-02,1.715584e+00,5,1.000000e-01
nv,1.171692e-01,6.533023e-02,5,1.000000e-01
gl,8.860862e-02,1.708050e+00,5,1.000000e-01
nv,1.171416e-01,6.534598e-02,5,1.000000e-01
gl,8.829966e-02,1.700581e+00,5,1.000000e-01
nv,1.171384e-01,6.525389e-02,5,1.000000e-01
gl,8.800458e-02,1.693179e+00,5,1.000000e-01
nv,1.171270e-01,6.531270e-02,5,1.000000e-01
gl,8.767463e-02,1.685840e+00,5,1.000000e-01
nv,1.170385e-01,6.539598e-02,5,1.000000e-01
gl,8.753356e-02,1.678555e+00,5,1.000000e-01
nv,1.169393e-01,6.519319e-02,5,1.000000e-01
gl,8.723292e-02,1.671339e+00,5,1.000000e-01
nv,1.168986e-01,6.529536e-02,5,1.000000e-01
gl,8.691999e-02,1.664189e+00,5,1.000000e-01
nv,1.167021e-01,6.520121e-02,5,1.000000e-01
gl,8.660811e-02,1.657098e+00,5,1.000000e-01
nv,1.170481e-01,6.536313e-02,5,1.000000e-01
gl,8.684165e-02,1.650471e+00,5,1.000000e-01
nv,1.172041e-01,6.545809e-02,5,1.000000e-01
gl,8.656287e-02,1.643496e+00,5,1.000000e-01
nv,1.170964e-01,6.548560e-02,5,1.000000e-01
